crewlistID,vesselID,vessel,rig,masterID,master,voyageID,voyage,list_date,port,custom_house,destination,source,images,inbound_date,transcriber,scan
AC135391,AS0630,Sunbeam,Bark,AM2191,"Gifford, Daniel W. ?",AV13539,"Sunbeam : 1897-1900",1897-Sep-07,,"New Bedford",,NB,,NULL,NULL,NULL
AC135421,AS0630,Sunbeam,Bark,AM4360,"Shockley, William Irving",AV13542,"Sunbeam : 1901-1902",1901-May-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC135431,AS0630,Sunbeam,Bark,AM5595,"Chace, Charles Albert",AV13543,"Sunbeam : 1902-1904",1902-Jul-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC135451,AS0630,Sunbeam,Bark,AM2587,"Higgins, Benjamin A.",AV13545,"Sunbeam : 1904-1906",1904-Aug-20,,"New Bedford",,NB,,NULL,NULL,NULL
AC135461,AS0630,Sunbeam,Bark,AM3402,"McKenzie, Thomas",AV13546,"Sunbeam : 1906-1908",1906-Sep-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC135481,AS2447,Sunbeam,Schr,AM2422,"Handy, Benjamin B.",AV13548,"Sunbeam : 1863",1863-May-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC135491,AS0616,Superior,Bark,AM3179,"Luce, Edwin A.",AV13549,"Superior : 1849-1853",1849-Nov-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC135501,AS0616,Superior,Bark,AM3612,"Norton, Charles L.",AV13550,"Superior : 1853-1857",1853-May-18,,"New Bedford",,NB,,NULL,NULL,NULL
AC135511,AS0616,"Superior ",Bark,AM5463,"Wood, Richard D., Jr.",AV13551,"Superior : 1857-1860",1857-Jun-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC135521,AS2448,Superior,Ship,AM4065,"Rice, John P.",AV13552,"Superior : 1827-1830",1827-Jun-16,,"New London","Pacific Ocean","NARA, NE Region","21002, 21003",NULL,NULL,NULL
AC135531,AS2448,Superior,Ship,AM1768,"Fitch, Joseph",AV13553,"Superior : 1830-1833",1830-Aug-10,,"New London","Pacific Ocean","NARA, NE Region","31062, 31063",NULL,NULL,NULL
AC135541,AS2448,Superior,Ship,AM1768,"Fitch, Joseph",AV13554,"Superior : 1833-1837",1833-Nov-11,"New London","New London","Pacific Ocean Whaling","NARA, NE Region","31328, 31327",NULL,NULL,NULL
AC135561,AS2448,Superb,Ship,AM3404,"McLean, Albert",AV13556,"Superior : 1838-1840",1838-Nov-21,,"New London","South Atlantic Islands, Whaling","NARA, NE Region","32015, 32016",NULL,NULL,NULL
AC135571,AS2448,Superior,Ship,AM3404,"McLean, Albert",AV13557,"Superior : 1840-1842",1840-Sep-26,,"New London","Atlantic & Pacific Ocean","NARA, NE Region","32258, 32259",NULL,NULL,NULL
AC135581,AS2448,Superior,Ship,AM2466,"Hart, Alexander",AV13558,"Superior : 1842-1844",1842-Sep-26,"New London","New London","Whaling Voyage, Pacific Ocean","NARA, NE Region","32461, 32462",NULL,NULL,NULL
AC135591,AS2448,Superior,Ship,AM2466,"Hart, Alexander",AV13559,"Superior : 1844-1847",1844-Aug-09,,"New London","Whaling Voyage","NARA, NE Region","32637, 32638",NULL,NULL,NULL
AC135601,AS2448,Superior,Bark,AM4391,"Sloan, James R.",AV13560,"Superior : 1848-1851",1848-May-20,,"New London","Whaling Voyage","NARA, NE Region","33049, 33050",NULL,NULL,NULL
AC135621,AS2448,Superior,Ship,AM0224,"Babcock, William",AV13562,"Superior : 1851-1852",1851-Oct-01,,"New London","Pacific Ocean & Elsewhere","NARA, NE Region","33185, 33186",NULL,NULL,NULL
AC135731,AS0644,Surprise,Schr,AM2161,"Gelett, Joseph S.",AV13573,"Surprise : 1878",1878-Mar-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC135741,AS0644,Surprise,Schr,AM2161,"Gelett, Joseph S.",AV13574,"Surprise : 1878-1879",1878-Oct-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC135751,AS0644,Surprise,Schr,AM4149,"Rose, Antone",AV13575,"Surprise : 1879-1880",1879-Oct-27,,"New Bedford",,NB,,NULL,NULL,NULL
AC135761,AS0644,Surprise,Schr,AM2408,"Hancock, John",AV13576,"Surprise : 1880-1881",1880-Oct-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC135771,AS0644,Surprise,Schr,AM1410,"Crapo, Edgar W.",AV13577,"Surprise : 1881",1881-Jun-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC135891,AS0611,Susan,Ship,AM2753,"Howland, Weston, Jr.",AV13589,"Susan : 1841-1845",1841-May-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC135901,AS0611,Susan,Ship,AM3282,"Manchester, George B.",AV13590,"Susan : 1845-1848",1845-Jul-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC135911,AS0611,Susan,Bark,AM2743,"Howland, Philip",AV13591,"Susan : 1849-1853",1849-Jul-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC135921,AS0611,Susan,Bark,AM2301,"Green, Joseph K.",AV13592,"Susan : 1853-1856",1853-Nov-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC135931,AS0611,Susan,Bark,AM2301,"Green, Joseph K.",AV13593,"Susan : 1856-1857",1856-Nov-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC135941,AS2455,Susan,Schr,AM4478,"Smith, Edwin",AV13594,"Susan : 1856-1857",1854-Oct-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC136161,AS0636,Swallow,Bark,AM1055,"Cleveland, Benjamin D.",AV13616,"Swallow : 1894-1895",1894-May-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC136171,AS0636,Swallow,Bark,AM1055,"Cleveland, Benjamin D.",AV13617,"Swallow : 1895-1897",1895-Dec-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC136211,AS0636,Swallow,Ship,AM4711,"Stewart, Heman N.",AV13621,"Swallow : 1856-1860",1856-Oct-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC136221,AS0636,Swallow,Ship,AM4395,"Slocum, Frederick",AV13622,"Swallow : 1861-1865",1861-Apr-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC136231,AS0636,Swallow,Ship,AM5218,"Weeks, William",AV13623,"Swallow : 1865-1868",1865-Sep-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC136241,AS0636,Swallow,Bark,AM4099,"Rider, Willard W.",AV13624,"Swallow : 1869-1873",1869-Jun-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC136251,AS0636,Swallow,Bark,AM1787,"Ellis, Thomas L.",AV13625,"Swallow : 1876-1878",1876-Apr-17,,"New Bedford",,NB,,NULL,NULL,NULL
AC136261,AS0636,Swallow,Bark,AM4342,"Sherman, Jesse T.",AV13626,"Swallow : 1878-1882",1878-Oct-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC136271,AS0636,Swallow,Bark,AM3398,"McInnis, John",AV13627,"Swallow : 1883-1887",1883-Apr-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC136560,AS0599,Swift,Ship,AM3969,"Price, Simeon",AV13656,"Swift : 1819-1821","1819 Apr 26","New Bedford, MA","New Bedford, MA","Pacific Ocean","NBFPL reel 168 ",,"1821 Jun 5",NULL,NULL
AC136570,AS0599,Swift,Ship,AM3880,"Pinkham, John",AV13657,"Swift : 1821-1824","1821 Oct 25","New Bedford, MA","New Bedford, MA","Pacific Ocean","NBFPL reel 168 ",,"1824 May 26",NULL,NULL
AC136590,AS0599,Swift,Ship,AM0062,"Allen, David, Jr.",AV13659,"Swift : 1824-1827","1824 Aug 28","New Bedford, MA","New Bedford, MA","Pacific Ocean","NBFPL reel 168 ",,1827,NULL,NULL
AC136610,AS0599,Swift,Ship,AM4198,"Russell, John M.",AV13661,"Swift : 1827-1829","1827 May 19","New Bedford, MA","New Bedford, MA","Pacific Ocean","NBFPL reel 168 ",,1829,NULL,NULL
AC136620,AS0599,Swift,Ship,AM5056,"Tobey, Lewis",AV13662,"Swift : 1830-1832","1830 Jan 07","New Bedford, MA","New Bedford, MA","Pacific Ocean","NBFPL reel 168 ",,1832,NULL,NULL
AC136630,AS0599,Swift,Ship,AM5056,"Tobey, Lewis",AV13663,"Swift : 1833-1836","1833 Jun 17","New Bedford, MA","New Bedford, MA","Pacific Ocean","NBFPL reel 168 ",,1836,NULL,NULL
AC136661,AS0599,Swift,Ship,AM1860,"Fisher, Francis",AV13666,"Swift : 1841-1845",1841-Dec-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC136671,AS0599,Swift,Ship,AM2861,"Jenkins, Spooner",AV13667,"Swift : 1845-1849",1845-Aug-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC136681,AS0599,Swift,Ship,AM5150,"Vincent, Frederick",AV13668,"Swift : 1849-1852",1849-Jun-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC136701,AS0599,Swift,Ship,AM5150,"Vincent, Frederick",AV13670,"Swift : 1853-1856",1853-Jun-18,,"New Bedford",,NB,,NULL,NULL,NULL
AC136711,AS0599,Swift,Ship,AM5491,"Worth, Francis S.",AV13671,"Swift : 1857-1861",1857-Jun-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC136741,AS0599,Swift,Ship,AM5491,"Worth, Francis S.",AV13674,"Swift : 1862-1863",1862-Oct-10,,"New Bedford",,NB,,NULL,NULL,NULL
AC136761,AS2467,Swift,Schooner,AM4523,"Smith, Joseph E.",AV13676,"Swift : 1835",1835-Nov-05,,"New London",Havana,"NARA, NE Region","31608, 31609",NULL,NULL,NULL
AC136771,AS2468,Sylph,Ship,AM2097,"Gardner, Francis Macy",AV13677,"Sylph : 1847-1850",1847-Jul-07,,"New Bedford",,NB,,NULL,NULL,NULL
AC136781,AS2468,Sylph,Ship,AM2097,"Gardner, Francis Macy",AV13678,"Sylph : 1850-1854",1850-Sep-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC136811,AS2469,"Syren Queen",Ship,AM3013,"Lakey, Ira",AV13681,"Syren Queen : 1853-1858",1853-Oct-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC136821,AS2469,"Syren Queen",Ship,AM0885,"Chapel, Christopher B.",AV13682,"Syren Queen : 1860-1861",1860-Jun-13,,"New Bedford",,NB,,NULL,NULL,NULL
AC136841,AS0770,"T. Towner",Schr,AM1361,"Costa, Manuel Estaus",AV13684,"T. Towner : 1908-1911",1908-Aug-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC136871,AS0653,Tacitus,Ship,AM2507,"Hathaway, Stephen S.",AV13687,"Tacitus : 1844-1845",1844-Jun-27,,"New Bedford",,NB,,NULL,NULL,NULL
AC136881,AS0659,Tahmaroo,Ship,AM3553,"Neil, George F.",AV13688,"Tahmaroo : 1852-1856",1852-Jun-29,,"New Bedford",,NB,,NULL,NULL,NULL
AC136891,AS0659,Tahmaroo,Ship,AM4118,"Robinson, James B.",AV13689,"Tahmaroo : 1856-1860",1856-Aug-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC136901,AS0659,Tahmaroo,Ship,AM2495,"Hathaway, Jabez S.",AV13690,"Tahmaroo : 1860-1861",1860-Jul-03,,"New Bedford",,NB,,NULL,NULL,NULL
AC136931,AS0656,Tamerlane,Ship,AM4360,"Shockley, William",AV13693,"Tamerlane : 1850-1854",1850-Oct-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC136941,AS0656,Tamerlane,Ship,AM5429,"Winslow, Joshua Baker",AV13694,"Tamerlane : 1854-1858",1854-Sep-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC136951,AS0656,Tamerlane,Bark,AM5429,"Winslow, Joshua B.",AV13695,"Tamerlane : 1858-1862",1858-Oct-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC136961,AS0656,Tamerlane,Bark,AM2287,"Gray, Nathaniel P.",AV13696,"Tamerlane : 1862-1865",1862-Aug-25,,"New Bedford",,NB,,NULL,NULL,NULL
AC136971,AS0656,Tamerlane,Bark,AM5429,"Winslow, Joshua B.",AV13697,"Tamerlane : 1865-1869",1865-Aug-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC136981,AS0656,Tamerlane,Bark,AM1995,"Fordham, Thomas Enos",AV13698,"Tamerlane : 1869-1873",1869-Jul-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC136991,AS0656,Tamerlane,Bark,AM3508,"Moulton, George W. J.",AV13699,"Tamerlane : 1873-1877",1873-Aug-06,,"New Bedford",,NB,,NULL,NULL,NULL
AC137001,AS0656,Tamerlane,Bark,AM0593,"Briggs, Barnabus Alvin",AV13700,"Tamerlane : 1877-1880",1877-Sep-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC137011,AS0656,Tamerlane,Bark,AM3237,"Macomber, Edward G.",AV13701,"Tamerlane : 1884-1887",1884-Jun-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC137021,AS0656,Tamerlane,Bark,AM0454,"Benton, Anthony P.",AV13702,"Tamerlane : 1888",1888-Jun-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC137081,AS2472,Tamoree,Brig,AM1280,"Comstock, Joseph",AV13708,"Tamoree : 1856",1856-Apr-29,,"New London","Whaling Voyage","NARA, NE Region","33449, 33450",NULL,NULL,NULL
AC137091,AS2716,Tampico,Brig,AM1904,"Fitch, Daniel",AV13709,"Tampico : 1831-1833",1831-Dec-06,,"New London",Illegible.,"NARA, NE Region","31112, 31113",NULL,NULL,NULL
AC137101,AS2716,Tampico,Brig,AM0227,"Bailey, Ezra G.",AV13710,"Tampico : 1837",1837-Aug-05,,"New London","South Atlantic","NARA, NE Region","31737, 31738",NULL,NULL,NULL
AC137111,AS2716,Tampico,Brig,AM0227,"Bailey, Ezra G.",AV13711,"Tampico : 1838-1839",1838-Jun-19,Stonington,"New London","South Atlantic Ocean","NARA, NE Region","32081, 32082",NULL,NULL,NULL
AC137121,AS2716,Tampico,Brig,AM1069,"Clift, Hiram",AV13712,"Tampico : 1840-1841",1840-Jun-22,,"New London","South Atlantic Ocean","NARA, NE Region","32300, 32301",NULL,NULL,NULL
AC137131,AS2716,Tampico,Brig,AM3814,"Pendleton, William",AV13713,"Tampico : 1839-1840",1839-Jun-22,,"New London","South Islands","NARA, NE Region","32186, 32187",NULL,NULL,NULL
AC137231,AS2475,Taunton,brig,AM1269,"Collins, George",AV13723,"Taunton : 1837-1838",1837,"Fall River","Fall River",,Lund,,NULL,NULL,NULL
AC137241,AS2475,Taunton,brig,AM1461,"Cummings, Preston",AV13724,"Taunton : 1838",1838-Mar-23,"Fall River","Fall River","North Atlantic","NARA Waltham",,NULL,NULL,NULL
AC137251,AS2475,Taunton,brig,AM1461,"Cummings, Preston",AV13725,"Taunton : 1838-1839",1838-Oct-30,"Fall River","Fall River","South Atlantic","NARA Waltham",,NULL,NULL,NULL
AC137261,AS2475,Taunton,brig,AM1081,"Cobb, William",AV13726,"Taunton : 1839-1840",1839--11,"Fall River","Fall River",,Lund,,NULL,NULL,NULL
AC137271,AS2475,Taunton,brig,AM1461,"Cummings, Preston",AV13727,"Taunton : 1840-1840",1840-Nov-30,"Fall River","Fall River",Atlantic,Lund,,NULL,NULL,NULL
AC137281,AS2476,Tekoa,Schr,AM0452,"Benson, John A.",AV13728,"Tekoa : 1861-1863",1861-Jul-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC137291,AS2476,Tekoa,Schr,AM3150,"Long, Valentine C.",AV13729,"Tekoa : 1863",1863-Jun-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC137301,AS2476,Tekoa,Brig,AM4952,"Taber, John R.",AV13730,"Tekoa : 1864-1865",1864-Jan-21,,"New Bedford",,NB,,NULL,NULL,NULL
AC137311,AS2476,Tekoa,Brig,AM0433,"Benjamin, Joseph D.",AV13731,"Tekoa : 1865-1866",1865-Nov-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC137321,AS2476,Tekoa,Brig,AM3500,"Morton, William G.",AV13732,"Tekoa : 1866-1868",1866-Nov-12,,"New Bedford",,NB,,NULL,NULL,NULL
AC137371,AS2477,Telegraph,Schooner,AM0948,"Chester, Josiah",AV13737,"Telegraph : 1863",1863-May-28,,"New London","Indian Ocean","NARA, NE Region","33758, 33759",NULL,NULL,NULL
AC137420,AS0739,Telemachus,Schr,AM2619,"Hitch, Joshua",AV13742,"Telemachus : 1821-1822","1821 Apr 13","Fairhaven, MA","New Bedford, MA","Western Islands","NBFPL reel 168 ",,"1822 May 20",NULL,NULL
AC137430,AS0739,Telemachus,Schr,AM3140,"Long, David",AV13743,"Telemachus : 1822-1823","1822 Jul 06","Fairhaven, MA","New Bedford, MA","Coast of Africa","NBFPL reel 168 ",,1823,NULL,NULL
AC137471,AS2480,Tempest,Bark,AM0120,"Allyn, Gurdon L.",AV13747,"Tempest : 1857-1861",1857-May-19,,"New London","Whaling Voyage","NARA, NE Region","33498, 33499",NULL,NULL,NULL
AC137491,AS2481,Tenedos,Bark,AM0947,"Chester, Josiah",AV13749,"Tenedos : 1840-1842",1840-Oct-12,,"New London","Whaling Voyage","NARA, NE Region","32238, 32239",NULL,NULL,NULL
AC137501,AS2481,Tenedos,Bark,AM0947,"Chester, Josiah",AV13750,"Tenedos : 1842-1844",1842-Sep-06,,"New London","South Atlantic Ocean & Elsewhere","NARA, NE Region","32463, 32464",NULL,NULL,NULL
AC137511,AS2481,Tenedos,Bark,AM1279,"Comstock, Henry",AV13751,"Tenedos : 1844-1847",1844-Aug-05,,"New London","Whaling Voyage","NARA, NE Region","32639, 32640",NULL,NULL,NULL
AC137531,AS2481,Tenedos,Bark,AM1279,"Comstock, Henry",AV13753,"Tenedos : 1847-1850",1847-Aug-11,,"New London","Whaling Voyage, South Atlantic Ocean","NARA, NE Region","32836, 32837",NULL,NULL,NULL
AC137541,AS2481,Tenedos,Bark,AM3434,"Middleton, Nathaniel, Jr.",AV13754,"Tenedos : 1850-1853",1850-Aug-29,,"New London","Whaling Voyage","NARA, NE Region","33142, 33143",NULL,NULL,NULL
AC137551,AS2481,Tenedos,Bark,AM3605,"Norrie, Samuel",AV13755,"Tenedos : 1853-1856",1853-Aug-30,,"New London","Indian & Southern Oceans","NARA, NE Region","33290, 33291",NULL,NULL,NULL
AC137561,AS2481,Tenedos,Bark,AM3009,"King, Samuel H.",AV13756,"Tenedos : 1856-1860",1856-Aug-06,,"New London",0,"NARA, NE Region","33435, 33436",NULL,NULL,NULL
AC137580,AS0790,Thacher,Schr,AM3503,"Mosher, Jethro",AV13758,"Thacher : 1808","1808 Apr","Dartmouth, MA","New Bedford, MA","Whaling voyage","NBFPL reel 168 ",,"1808 Jul",NULL,NULL
AC137631,AS2717,Thames,Brig,AM3439,"Miller, Amasa, Jr.",AV13763,"Thames : 1822-1823",1822-Jul-27,,"New London","Brazil Banks","NARA, NE Region","20516, 20517",NULL,NULL,NULL
AC137641,AS2717,Thames,Brig,AM5548,"Young, William H.",AV13764,"Thames : 1823-1824",1823-Aug-02,,"New London","Whaling Voyage","NARA, NE Region","20612, 20613",NULL,NULL,NULL
AC137841,AS2484,"Theophilus Chase",Bark,AM0250,"Baker, Daniel Webster",AV13784,"Theophilus Chase : 1841-1842",1841-May-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC137851,AS2484,"Theophilus Chase",Bark,AM0250,"Baker, Daniel Webster",AV13785,"Theophilus Chase : 1842-1844",1842-Dec-16,,"New Bedford",,NB,,NULL,NULL,NULL
AC137861,AS2484,"Theophilus Chase",Bark,AM0278,"Ball, Charles",AV13786,"Theophilus Chase : 1844-1845",1844-Oct-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC137871,AS2484,"Theophilus Chase",Bark,AM0278,"Ball, Charles",AV13787,"Theophilus Chase : 1846",1846-Mar-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC137891,AS2484,"Theophilus Chase",Bark,AM3246,"Macomber, Pardon",AV13789,"Theophilus Chase : 1848-1849",1848-Jul-31,,"New Bedford",,NB,,NULL,NULL,NULL
AC137901,AS2484,"Theophilus Chase",Bark,AM3246,"Macomber, Pardon",AV13790,"Theophilus Chase : 1849-1850",1849-Aug-23,,"New Bedford",,NB,,NULL,NULL,NULL
AC137961,AS0657,"Thomas Dickason",Ship,AM4932,"Taber, Asa",AV13796,"Thomas Dickason   : 1852-1856",1852-Jun-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC137971,AS0657,"Thomas Dickason",Ship,AM3899,"Plaskett, Henry Riddell",AV13797,"Thomas Dickason : 1856-1860",1856-Nov-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC137981,AS0657,"Thomas Dickason",Ship,AM4712,"Stewart, James",AV13798,"Thomas Dickason : 1860-1865",1860-Oct-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC137991,AS0657,"Thomas Dickason",Ship,AM2895,"Jernegan, Nathaniel Mayhew",AV13799,"Thomas Dickason : 1865-1869",1865-Oct-18,,"New Bedford",,NB,,NULL,NULL,NULL
AC138011,AS0657,"Thomas Dickason",Bark,AM3111,"Lewis, Valentine",AV13801,"Thomas Dickason : 1869-1871",1869-Nov-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC138321,AS0650,"Thomas Nye",Ship,AM0132,"Almy, John Coggeshall",AV13832,"Thomas Nye : 1851-1854",1851-Sep-04,,"New Bedford",,NB,,NULL,NULL,NULL
AC138331,AS0650,"Thomas Nye",Ship,AM4512,"Smith, John C.",AV13833,"Thomas Nye : 1854-1857",1854-Sep-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC138341,AS0650,"Thomas Nye",Ship,AM2636,"Holley, Richard, Jr.",AV13834,"Thomas Nye : 1857-1861",1857-Sep-30,,"New Bedford",,NB,,NULL,NULL,NULL
AC138351,AS0660,"Thomas Pope",Bark,AM4057,"Reynard, Robert P.",AV13835,"Thomas Pope : 1856-1859",1856-Jun-09,,"New Bedford",,NB,,NULL,NULL,NULL
AC138361,AS0660,"Thomas Pope",Bark,AM4113,"Robbins, Charles H.",AV13836,"Thomas Pope : 1859-1863",1859-Jul-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC138371,AS0660,"Thomas Pope",Bark,AM3036,"Lavers, Joseph W.",AV13837,"Thomas Pope : 1876-1880",1876-Dec-05,,"New Bedford",,NB,,NULL,NULL,NULL
AC138511,AS2490,"Thomas Williams",Ship,AM0073,"Allen, George II",AV13851,"Thomas Williams : 1833-1837",1833-Jul-01,,"New London","Pacific Ocean","NARA, NE Region","31367, 31368",NULL,NULL,NULL
AC138521,AS2490,"Thomas Williams",Ship,AM2355,"Hall, Palmer",AV13852,"Thomas Williams : 1838-1840",1838-May-19,,"New London","Pacific Ocean","NARA, NE Region","32095, 32096",NULL,NULL,NULL
AC138531,AS2490,"Thomas Williams",Ship,AM3311,"Manwaring, John",AV13853,"Thomas Williams : 1840-1842",1840-Aug-25,,"New London","Pacific Ocean Whaling","NARA, NE Region","32266, 32267, 32268",NULL,NULL,NULL
AC138541,AS2490,"Thomas Williams",Ship,AM3311,"Manwaring, John",AV13854,"Thomas Williams : 1842-1845",1842-Jun-10,,"New London","Pacific Ocean Whaling","NARA, NE Region","32521, 32522, 32523",NULL,NULL,NULL
AC138561,AS0661,"Thomas Winslow",Brig,AM4652,"Stanton, David B.",AV13856,"Thomas Winslow : 1848",1848-Jan-22,,"New Bedford",,NB,,NULL,NULL,NULL
AC138571,AS0661,"Thomas Winslow",Bark,AM4046,"Reed, Isaac G.",AV13857,"Thomas Winslow : 1857-1859",1857-Aug-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC138581,AS0661,"Thomas Winslow",Bark,AM1880,"Fisher, Joseph A. or H.",AV13858,"Thomas Winslow : 1860-1862",1860-Apr-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC138591,AS0661,"Thomas Winslow",Bark,AM1456,"Cudworth, Elisha G.",AV13859,"Thomas Winslow : 1862-1863",1862-Jul-26,,"New Bedford",,NB,,NULL,NULL,NULL
AC138601,AS0661,"Thomas Winslow",Bark,AM2332,"Grinnell, John",AV13860,"Thomas Winslow : 1864-1865",1864-Mar-15,,"New Bedford",,NB,,NULL,NULL,NULL
AC138611,AS0661,"Thomas Winslow",Bark,AM2332,"Grinnell, John",AV13861,"Thomas Winslow : 1865-1867",1865-Oct-24,,"New Bedford",,NB,,NULL,NULL,NULL
AC138621,AS0661,"Thomas Winslow",Bark,AM4189,"Russell, Elihu",AV13862,"Thomas Winslow : 1867-1869",1867-Jun-01,,"New Bedford",,NB,,NULL,NULL,NULL
AC138630,AS0661,"Thomas Winslow",Brig,AM4290,"Seabury, Benjamin",AV13863,"Thomas Winslow : 1828-1829","1828 Oct 31","Westport, MA","New Bedford, MA","Cape de Verd Islands","NBFPL reel 168 ",,"1829 Aug 24",NULL,NULL
AC138640,AS0661,"Thomas Winslow",Brig,AM4290,"Seabury, Benjamin",AV13864,"Thomas Winslow : 1829-1830","1829 Oct 5","Westport, MA","New Bedford, MA","Cape Verdes","NBFPL reel 168 ",,"1830 Aug 19",NULL,NULL
AC138650,AS0661,"Thomas Winslow",Brig,AM1341,"Cornell, John A.",AV13865,"Thomas Winslow : 1830-1831","1830 Oct 21","Westport, MA","New Bedford, MA","Cape de Verd Islands","NBFPL reel 168 ",,"1831 Jun 29",NULL,NULL
AC138660,AS0661,"Thomas Winslow",Brig,AM3010,"Lake, Samuel",AV13866,"Thomas Winslow : 1831","1831 Aug 29","Westport, MA","New Bedford, MA","East Cape","NBFPL reel 168 ",,"1831 Oct 25",NULL,NULL
AC138670,AS0661,"Thomas Winslow",Brig,AM4290,"Seabury, Benjamin",AV13867,"Thomas Winslow : 1833","1833 Apr 15","Westport, MA","New Bedford, MA","Western Islands","NBFPL reel 168 ",,"1833 Oct 10",NULL,NULL
AC138680,AS0661,"Thomas Winslow",Brig,AM4291,"Seabury, Benjamin, Jr.",AV13868,"Thomas Winslow : 1834","1834 Apr 4","Westport, MA","New Bedford, MA",Bahamas,"NBFPL reel 168 ",,"1834 Dec 15",NULL,NULL
AC138741,AS0661,"Thomas Winslow",Brig,AM4189,"Russell, Elihu, Jr.",AV13874,"Thomas Winslow : 1840-1841",1840-Aug-07,,"New Bedford",,NB,,NULL,NULL,NULL
AC138751,AS0661,"Thomas Winslow",Brig,AM3276,"Manchester, Beriah C.",AV13875,"Thomas Winslow : 1841-1842",1841-Nov-11,,"New Bedford",,NB,,NULL,NULL,NULL
AC138761,AS0661,"Thomas Winslow",Brig,AM4145,"Root, Marshall",AV13876,"Thomas Winslow : 1842-1845",1842-Dec-08,,"New Bedford",,NB,,NULL,NULL,NULL
AC138771,AS0661,"Thomas Winslow",Brig,AM0250,"Baker, Daniel Webster",AV13877,"Thomas Winslow : 1845-1846",1845-Jun-19,,"New Bedford",,NB,,NULL,NULL,NULL
AC138791,AS0661,"Thomas Winslow",Brig,AM4657,"Stanton, William B.",AV13879,"Thomas Winslow : 1846-1847",1846-Jul-28,,"New Bedford",,NB,,NULL,NULL,NULL
AC138801,AS0661,"Thomas Winslow",Brig,AM3367,"Mayhew, Edwin L.",AV13880,"Thomas Winslow : 1848-1849",1848-Jun-03,,"New Bedford",,NB,,NULL,NULL,NULL
AC138811,AS0661,"Thomas Winslow",Bark,AM5684,"Chase, Benjamin",AV13881,"Thomas Winslow : 1850-1852",1850-Jul-02,,"New Bedford",,NB,,NULL,NULL,NULL
AC138831,AS0661,"Thomas Winslow",Bark,AM2467,"Hart, Allen",AV13883,"Thomas Winslow : 1852-1853",1852-Jun-14,,"New Bedford",,NB,,NULL,NULL,NULL
AC138841,AS0661,"Thomas Winslow",Bark,AM0477,"Blake, Davis Active",AV13884,"Thomas Winslow : 1853-1855",1853-Dec-02,,"New Bedford",,NB,,NULL,NULL,NULL
